question_id,model,prompt,feature,feature_label,pct_lower_confidence,ci_lo,ci_hi,ci_method,n_with_feature,n_without_material,restricted_to_0_20_bin,clearly_above_50,clearly_below_50,multiplicity_note
Q5,Qwen-2.5,Grid-Overlay,obliquity_0_20_bin,"obliquity, 0-20% bin only",50.671032112940395,49.090931157935664,52.24599867296138,BCa,933,,True,False,False,"24-cell interval verdicts, not corrected for multiplicity"
Q5,Qwen-2.5,Point-Hint,rooted_off,"rooted dead look-alike, counted off",55.92814288095106,51.815333161167224,60.16116266998354,BCa,94,766.0,False,True,False,"24-cell interval verdicts, not corrected for multiplicity"
Q5,Qwen-2.5,Point-Hint,rooted_in,"rooted dead look-alike, counted in",56.09992476877461,53.042929253762765,59.2677292789838,BCa,295,766.0,False,True,False,"24-cell interval verdicts, not corrected for multiplicity"
Q5,Qwen-2.5,Point-Hint,nonrooted_scattered,"non-rooted material, scattered",59.35817401482637,55.46560535771926,63.10317065614081,BCa,220,699.0,False,True,False,"24-cell interval verdicts, not corrected for multiplicity"
Q5,Qwen-2.5,Point-Hint,nonrooted_spread,"non-rooted material, spread",62.149923619698846,58.9308923862422,65.30467091080222,BCa,236,699.0,False,True,False,"24-cell interval verdicts, not corrected for multiplicity"
Q5,Qwen-2.5,Point-Hint,obliquity_all,"obliquity, all images",50.07270026334151,48.441796177783786,51.71117779495172,BCa,1155,,False,False,False,"24-cell interval verdicts, not corrected for multiplicity"
Q5,Qwen-2.5,Point-Hint,obliquity_0_20_bin,"obliquity, 0-20% bin only",50.485190143015515,48.57295551158113,52.391950835470084,BCa,933,,True,False,False,"24-cell interval verdicts, not corrected for multiplicity"
Q5,Qwen-2.5,Short,rooted_off,"rooted dead look-alike, counted off",71.15715793567024,67.09070545879796,75.12912006866861,BCa,94,766.0,False,True,False,"24-cell interval verdicts, not corrected for multiplicity"
Q5,Qwen-2.5,Short,rooted_in,"rooted dead look-alike, counted in",71.66106120281454,68.81299138723848,74.26567531354539,BCa,295,766.0,False,True,False,"24-cell interval verdicts, not corrected for multiplicity"
Q5,Qwen-2.5,Short,nonrooted_scattered,"non-rooted material, scattered",60.881779165040975,56.97943084270834,64.52315002454296,BCa,220,699.0,False,True,False,"24-cell interval verdicts, not corrected for multiplicity"
Q5,Qwen-2.5,Short,nonrooted_spread,"non-rooted material, spread",71.54894401202687,68.49832949773746,74.42300020000661,BCa,236,699.0,False,True,False,"24-cell interval verdicts, not corrected for multiplicity"
Q5,Qwen-2.5,Short,obliquity_all,"obliquity, all images",53.8162761559642,52.05754112355169,55.43357890526992,BCa,1155,,False,True,False,"24-cell interval verdicts, not corrected for multiplicity"
Q5,Qwen-2.5,Short,obliquity_0_20_bin,"obliquity, 0-20% bin only",52.358905004393044,50.32133549371076,54.334236653092056,BCa,933,,True,True,False,"24-cell interval verdicts, not corrected for multiplicity"
